unique_id,year,term,difficulty,topic,small_step,video_id,video_title,channel,duration_formatted,semantic_scores,instruction_quality_scores,combined_scores
Year 1_Spring__Addition and subtraction within 20_Subtract ones using number bonds,Year 1,Spring,,Addition and subtraction within 20,Subtract ones using number bonds,BB_uj0XGWYA|exCJfG6scaI|Dis_tq3iyI0,Number Bonds - 20|Subtraction (number bonds 20)|Subtraction (number bonds 10),Quizmaster|Quizmaster|Quizmaster,00:08:36|00:04:44|00:04:38,0.8089|0.8406|0.7986,60.0|40.0|45.0,0.7253|0.6644|0.6592
Year 1_Spring__Addition and subtraction within 20_Subtraction – counting back,Year 1,Spring,,Addition and subtraction within 20,Subtraction – counting back,DjVmYzI2DO4|4pyB7Sk-ghM|sgKF7WcFisU,AdaptedMind Math - Subtracting Below Twenty Lesson|Subtraction for Kids | Mental Math Counting On Strategy | How to Subtract | Mental Math Strategy|Removal Strategy Subtraction,AdaptedMind|LearningMole|Dawne_Coker,00:06:07|00:04:26|00:04:29,0.7898|0.8441|0.8326,75.0|45.0|45.0,0.7739|0.6865|0.6796
Year 1_Spring__Addition and subtraction within 20_Subtraction – finding the difference,Year 1,Spring,,Addition and subtraction within 20,Subtraction – finding the difference,7CjQlb_RRzE|tt59gxn-3dQ|h86pb8qi3PQ,Subtraction: Identify the Difference (0-10)|Subtraction finding the difference|Subtraction partial difference,Meaghan_Kaufenberg|Mark_Hartley|Suzanne_Wolfkiel,00:08:35|00:04:54|00:05:22,0.8030|0.8181|0.7963,75.0|30.0|25.0,0.7818|0.6109|0.5778
Year 1_Spring__Addition and subtraction within 20_Related facts,Year 1,Spring,,Addition and subtraction within 20,Related facts,1fTijiozePc|_GYgA5r78jA|qo4pZIBYYCM,"Grade 2 Math  2.3, Relating Addition and Subtraction|Properties of Addition and Subtraction - Understanding the Commutative Property & Inverse Operations|Solving for Unknowns - Using Fact Families To Solve Three-Digit Problems",JoAnn's_School|Miacademy_&_MiaPrep_Learning_Channel|Miacademy_&_MiaPrep_Learning_Channel,00:05:09|00:08:26|00:09:56,0.9102|0.8802|0.8912,65.0|65.0|30.0,0.8061|0.7881|0.6547
Year 1_Spring__Addition and subtraction within 20_Missing number problems,Year 1,Spring,,Addition and subtraction within 20,Missing number problems,w4ipg8MeA7Y|FtjkzSnZ4G4|qo4pZIBYYCM,Math Quest Showdown - End-of-Year Math Review for 2nd Grade|Addition and Subtraction Strategies 1st Grade Math - Commutative and Associative Property|Solving for Unknowns - Using Fact Families To Solve Three-Digit Problems,Miacademy_&_MiaPrep_Learning_Channel|Math_&_Learning_Videos_4_Kids|Miacademy_&_MiaPrep_Learning_Channel,00:09:42|00:05:02|00:09:56,0.8209|0.8189|0.8396,55.0|55.0|35.0,0.7125|0.7114|0.6438
Year 1_Spring__Place value within 50_Count to 50,Year 1,Spring,,Place value within 50,Count to 50,W-4MUgGewfI|9rKWrq9akos|oK0Pj1m3yI8,"How To Teach Counting Up To 20 | Numbers Song for Kids! | Super Simple Learning|Place Value:  Count in 50s - Maths Concepts|Unlock Counting Skills: In multiples of 4, 8, 50 & 100 | Year 3 | Education Capsule",Super_Simple_Learning|Twinkl_Teaches_KS2|Education_Capsule,00:05:08|00:04:00|00:04:58,0.7389|0.7621|0.7358,45.0|25.0|15.0,0.6234|0.5573|0.5015
Year 1_Spring__Place value within 50_Skip count in tens,Year 1,Spring,,Place value within 50,Skip count in tens,bS4m1hRyHl4|tkl9vXr1MaQ|EjGJHW5sZdg,Place Value to 50 - Base Ten Practice for Kindergarten Math|Place Value to 20 - Kindergarten Math With Base Ten Blocks|Place Value 1: Ones and Tens - Math for Kids!,Miacademy_&_MiaPrep_Learning_Channel|Miacademy_&_MiaPrep_Learning_Channel|Miacademy_&_MiaPrep_Learning_Channel,00:06:39|00:07:47|00:04:04,0.8153|0.8053|0.7881,85.0|85.0|65.0,0.8292|0.8232|0.7328
Year 1_Spring__Place value within 50_Count by making groups of tens,Year 1,Spring,,Place value within 50,Count by making groups of tens,jWBN2eYevZU|T5Qf0qSSJFI|KG6ILNOiMgM,Tens and Ones | Place Value | Maths with Mrs B.|Math Antics - Place Value|Math Antics - Decimal Place Value,Maths_with_Mrs_B|mathantics|mathantics,00:04:47|00:09:26|00:11:51,0.8462|0.8558|0.8573,75.0|30.0|10.0,0.8077|0.6335|0.5544
Year 1_Spring__Place value within 50_Groups of tens and ones,Year 1,Spring,,Place value within 50,Groups of tens and ones,EjGJHW5sZdg|EkxaRiWktME|T5Qf0qSSJFI,Place Value 1: Ones and Tens - Math for Kids!|Two-Digit Addition With and Without Regrouping|Math Antics - Place Value,Miacademy_&_MiaPrep_Learning_Channel|Miacademy_&_MiaPrep_Learning_Channel|mathantics,00:04:04|00:10:08|00:09:26,0.8563|0.8506|0.8576,75.0|45.0|35.0,0.8138|0.6903|0.6546
Year 1_Spring__Place value within 50_Partition into tens and ones,Year 1,Spring,,Place value within 50,Partition into tens and ones,L-_VG3d49go|2C2ow7fZ1v8|XLgDZg6zPMQ,"Year 2 Maths: Partitioning 2-digit numbers|Partitioning Hundreds, Tens and Ones|Partition Two-digit Numbers With and Without Blocks",Winshill_Village_Primary_and_Nursery_School|Primary_Tutors_Scotland|A_Learning_Place_A_Teaching_Place,00:06:01|00:04:04|00:05:53,0.8523|0.8583|0.8575,60.0|55.0|45.0,0.7514|0.7350|0.6945
Year 1_Spring__Place value within 50_The number line to 50,Year 1,Spring,,Place value within 50,The number line to 50,NZVtJIdLFuU|hXLP00FcGdw|u-jNaApkLXM,"One More and One Less - Beginning Math for Kids!|Skip Counting - Count by 2s, 5s, and 10s|Counting by 5's - Kindergarten Skip Counting Math Lesson",Miacademy_&_MiaPrep_Learning_Channel|Miacademy_&_MiaPrep_Learning_Channel|Miacademy_&_MiaPrep_Learning_Channel,00:08:25|00:05:05|00:06:58,0.7770|0.7793|0.7574,85.0|75.0|75.0,0.8062|0.7676|0.7544
Year 1_Spring__Place value within 50_Estimate on a number line to 50,Year 1,Spring,,Place value within 50,Estimate on a number line to 50,j3VQGT-dbaQ|y6eMk-s72vc|42HVQFbz888,Estimating numbers|Estimating Position on a Number Line|Estimating Numbers on a Number Line,Priyanka_Galrani|GSL_First_Grade|Mrs_Tasker,00:04:14|00:05:11|00:08:55,0.8842|0.8374|0.8080,70.0|70.0|65.0,0.8105|0.7824|0.7448
"Year 1_Spring__Place value within 50_1 more, 1 less",Year 1,Spring,,Place value within 50,"1 more, 1 less",NZVtJIdLFuU|DDWPa-2tfms|KS0LpIPj1Vg,"One More and One Less - Beginning Math for Kids!|Ten More Ten Less | Adding and Subtracting 10 | Mental Math | Word Problems|Counting Within 1,000 - Finding 10 and 100 More and Less Using Place Value and Skip Counting",Miacademy_&_MiaPrep_Learning_Channel|Learning_with_Miss_Kazi|Miacademy_&_MiaPrep_Learning_Channel,00:08:25|00:07:42|00:09:43,0.7701|0.7520|0.8310,85.0|65.0|45.0,0.8021|0.7112|0.6786
Year 1_Spring__Mass and volume_Heavier and lighter,Year 1,Spring,,Mass and volume,Heavier and lighter,SdmfsBgR2lI|tAfxkBjSBAw|uDjfPRp6HRA,"Reception Numeracy - Lesson 36 - Comparing capacity - holds more/holds less|Weight - Comparing Things|Calculating Density, Mass, and Volume","Department_for_Education,_South_Australia|Mrs_Yara_Ibrahim|Austin_Dicken",00:09:51|00:04:46|00:09:07,0.7350|0.7169|0.7470,75.0|65.0|10.0,0.7410|0.6902|0.4882
Year 1_Spring__Mass and volume_Measure mass,Year 1,Spring,,Mass and volume,Measure mass,J1Q5kqRKfqQ|RN3hD9wheBU|uDjfPRp6HRA,"Measuring Mass 3   Measuring Mass Using Non Standard Units|Measuring Mass 3 - Measuring Mass Using Non-Standard Units|Calculating Density, Mass, and Volume",Tall_Orders_Teaching|Laura_Egli|Austin_Dicken,00:05:15|00:05:15|00:09:07,0.7782|0.7904|0.7720,70.0|65.0|20.0,0.7469|0.7343|0.5432
Year 1_Spring__Mass and volume_Compare weight,Year 1,Spring,,Mass and volume,Compare weight,uDjfPRp6HRA|sv7zflLeduM|y2RHWA7t0WM,"Calculating Density, Mass, and Volume|Density - Corbettmaths|U.S. customary and metric units | Ratios, proportions, units, and rates | Pre-Algebra | Khan Academy",Austin_Dicken|corbettmaths|Khan_Academy,00:09:07|00:06:09|00:05:10,0.7731|0.7557|0.7409,10.0|10.0|10.0,0.5039|0.4934|0.4846
Year 1_Spring__Mass and volume_Full and empty,Year 1,Spring,,Mass and volume,Full and empty,XvLL27VqFbo|qRxuGBTANg4|wXTG04MxB-E,Capacity and Volume for Kids | Measurement | Basics of Capacity | Grade 1 | Kindergarten|Measurement Maths Lesson : Capacity of Containers using scoops|Maths - How to Measure Capacity (for Children) - English,BuzzWithBee|Cathi's_Classroom|Bodhaguru,00:04:43|00:08:26|00:09:27,0.7820|0.7784|0.8070,75.0|75.0|35.0,0.7692|0.7670|0.6242
Year 1_Spring__Mass and volume_Compare volume,Year 1,Spring,,Mass and volume,Compare volume,oYl05zZU0IY|Snzomdfdvxo|wXTG04MxB-E,Compare By Capacity|Comparing Volume: Which has a greater volume? (different containers)|Maths - How to Measure Capacity (for Children) - English,Sara_Banat|Math-ness_with_Teacher_G|Bodhaguru,00:08:38|00:05:31|00:09:27,0.7816|0.7204|0.7110,70.0|65.0|40.0,0.7490|0.6922|0.5866
Year 1_Spring__Mass and volume_Measure capacity,Year 1,Spring,,Mass and volume,Measure capacity,wXTG04MxB-E|oEnQnvv4rcs|UHUx5ygYlCM,Maths - How to Measure Capacity (for Children) - English|What Are Metric Measures? | KS2 Maths Concept for Kids|Easy Way to Learn to calculate volume and capacity,Bodhaguru|Twinkl_Educational_Publishing|Zaaxa_com,00:09:27|00:05:50|00:09:48,0.8564|0.8428|0.8377,45.0|25.0|15.0,0.6938|0.6057|0.5626
Year 1_Spring__Mass and volume_Compare capacity,Year 1,Spring,,Mass and volume,Compare capacity,qRxuGBTANg4|oYl05zZU0IY|wXTG04MxB-E,Measurement Maths Lesson : Capacity of Containers using scoops|Compare By Capacity|Maths - How to Measure Capacity (for Children) - English,Cathi's_Classroom|Sara_Banat|Bodhaguru,00:08:26|00:08:38|00:09:27,0.8627|0.8904|0.8250,75.0|65.0|45.0,0.8176|0.7943|0.6750
Year 1_Summer__Multiplication and division_Count in 2s,Year 1,Summer,,Multiplication and division,Count in 2s,xQcVqKHC9Ds|hJiiLDPsuzo|Nu6AC6X3_E4,Count in 2s Using a Number Line | Counting in 2s to 100 | Year One Counting | Year One Addition|How to Memorize Multiplication Tables for Students|LCM: Basic Method - Math Antics Extras,Primary_School_Made_Easy|Ron_White_Memory_Expert_-_Memory_Training_&_Brain_Training|mathantics,00:04:19|00:09:55|00:03:58,0.7820|0.7989|0.7840,40.0|30.0|10.0,0.6292|0.5993|0.5104
Year 1_Summer__Multiplication and division_Count in 10s,Year 1,Summer,,Multiplication and division,Count in 10s,6bv0N3vxwKU|iGIZ2anO-c8|EvrklXUL03o,"Multiplying and Dividing by 10's - Place Value Patterns and Multiples|Place Value: Count in 2s, 5s and 10s - Maths Concepts|Multiples of 10 | Math with Mr. J",Miacademy_&_MiaPrep_Learning_Channel|Twinkl_Teaches_KS2|Math_with_Mr._J,00:08:43|00:03:56|00:02:27,0.8244|0.8022|0.7607,75.0|40.0|40.0,0.7946|0.6413|0.6164
Year 1_Summer__Multiplication and division_Count in 5s,Year 1,Summer,,Multiplication and division,Count in 5s,hJiiLDPsuzo|iGIZ2anO-c8|9rKWrq9akos,"How to Memorize Multiplication Tables for Students|Place Value: Count in 2s, 5s and 10s - Maths Concepts|Place Value:  Count in 50s - Maths Concepts",Ron_White_Memory_Expert_-_Memory_Training_&_Brain_Training|Twinkl_Teaches_KS2|Twinkl_Teaches_KS2,00:09:55|00:03:56|00:04:00,0.8276|0.7809|0.7978,25.0|30.0|25.0,0.5965|0.5885|0.5787
Year 1_Summer__Multiplication and division_Recognise equal groups,Year 1,Summer,,Multiplication and division,Recognise equal groups,xHTCplRowOY|c-_yrA-GUow|CrZ5jSfB144,Equal or Unequal Groups - Early Math for Primary Learners | Creative Ventures|Understanding fractions as division | Fractions | 5th grade | Khan Academy|Four Problem Structures of Multiplication and Division,Creative_Ventures|Khan_Academy|Dan_Ross,00:07:19|00:06:44|00:04:43,0.7928|0.7519|0.7494,85.0|25.0|20.0,0.8157|0.5511|0.5296
Year 1_Summer__Multiplication and division_Add equal groups,Year 1,Summer,,Multiplication and division,Add equal groups,iO7MAxHLqYk|rM5v178wlU8|OG2F_Cihc7U,REPEATED ADDITION 3+3+3+3_Relate Multiplication & Addition_3RD Grade #multiply #mathbymsramirez|Making Multiplication Sentences|Multiplication and Division Refresher - Reviewing How to Multiply and Divide,📚Colorful_Learning-with_Ms._Ramirez📚|Ms_Benna|Miacademy_&_MiaPrep_Learning_Channel,00:06:10|00:04:42|00:09:14,0.8303|0.8145|0.7948,60.0|55.0|55.0,0.7382|0.7087|0.6969
Year 1_Summer__Multiplication and division_Make arrays,Year 1,Summer,,Multiplication and division,Make arrays,vO6WW1BGbLw|TZg4eEgIGJk|dFZ6lqX_L4A,2nd Grade Arrays & Repeated Addition|Arrays can be used for repeated addition.|Multiplication and Repeated Addition,Rachel_Bishop|Mr._Tom_Teaches_Again!|IconMath,00:07:14|00:07:23|00:04:08,0.8003|0.7877|0.9034,75.0|75.0|45.0,0.7802|0.7726|0.7221
Year 1_Summer__Multiplication and division_Make doubles,Year 1,Summer,,Multiplication and division,Make doubles,M8rbvSlZyS0|1gNAQPs-6bg|kGVFpYJSoNk,Double Dice - Addition Practice | Math | 1st Grade - Kids Academy|Grade one| Term 3 Lesson 19: Halves and doubles| CAPS Aligned Math lessons||Watch 1st Graders Solve Addition Problems with EASE! Kids Academy,Kids_Academy|Teacher_Pika_|Kids_Academy,00:06:48|00:04:01|00:05:48,0.7150|0.7395|0.7164,60.0|45.0|45.0,0.6690|0.6237|0.6098
Year 1_Summer__Multiplication and division_Make equal groups – grouping,Year 1,Summer,,Multiplication and division,Make equal groups – grouping,ZJgOIcwhZsg|c-_yrA-GUow|IwW0GJWKH98,Learn Division as Grouping (The Easy Way)|Understanding fractions as division | Fractions | 5th grade | Khan Academy|Math Antics - What Is Arithmetic?,Maths_with_Mrs_B|Khan_Academy|mathantics,00:06:06|00:06:44|00:11:23,0.7634|0.7500|0.7405,60.0|20.0|20.0,0.6981|0.5300|0.5243
Year 1_Summer__Multiplication and division_Make equal groups – sharing,Year 1,Summer,,Multiplication and division,Make equal groups – sharing,B3uQJTQQsXk|ZJgOIcwhZsg|DjLKuCGjwOo,"Division as Sharing Explained Clearly|Learn Division as Grouping (The Easy Way)|Year 2 Maths | Division within the 1,2,5,10 times tables",Maths_with_Mrs_B|Maths_with_Mrs_B|Plytime_Learning,00:07:21|00:06:06|00:05:31,0.8129|0.7844|0.7755,70.0|60.0|40.0,0.7677|0.7106|0.6253
Year 1_Summer__Fractions_Recognise a half of an object or a shape,Year 1,Summer,,Fractions,Recognise a half of an object or a shape,usEKPYhQEx8|gLTorhMW5b0|oKY8zMqFcLM,"Halves, Thirds, and Fourths - Intro to Fractions for Kids|First Grade - Fractions|Matching Equivalent Fractions",Miacademy_&_MiaPrep_Learning_Channel|KIPEDU|Math_Grizz,00:09:30|00:04:17|00:05:39,0.8486|0.8135|0.7480,75.0|45.0|20.0,0.8092|0.6681|0.5288
Year 1_Summer__Fractions_Find a half of an object or a shape,Year 1,Summer,,Fractions,Find a half of an object or a shape,gLTorhMW5b0|oKY8zMqFcLM|R6wT2nxajxA,First Grade - Fractions|Matching Equivalent Fractions|Equivalent Fractions Using Fraction Strips (Practice Problems Included) | Math with Mr. J,KIPEDU|Math_Grizz|Math_with_Mr._J,00:04:17|00:05:39|00:09:11,0.7712|0.8025|0.7704,55.0|20.0|20.0,0.6827|0.5615|0.5423
Year 1_Summer__Fractions_Recognise a half of a quantity,Year 1,Summer,,Fractions,Recognise a half of a quantity,S_Jvi97snfQ|oKY8zMqFcLM|vtN5IVPi-r4,Fractions Year 1 -  Finding Half of a Quantity|Matching Equivalent Fractions|Comparing Fractions,Primary_School_Made_Easy|Math_Grizz|Math_Grizz,00:05:00|00:05:39|00:06:58,0.7600|0.7347|0.7524,65.0|40.0|30.0,0.7160|0.6008|0.5714
Year 1_Summer__Fractions_Find a half of a quantity,Year 1,Summer,,Fractions,Find a half of a quantity,S_Jvi97snfQ|oKY8zMqFcLM|bCnzIU9W3uc,Fractions Year 1 -  Finding Half of a Quantity|Matching Equivalent Fractions|Dividing Whole Numbers by Fractions: Part 2 - Using Reciprocal Fractions,Primary_School_Made_Easy|Math_Grizz|Miacademy_&_MiaPrep_Learning_Channel,00:05:00|00:05:39|00:07:49,0.8491|0.8152|0.7933,65.0|30.0|25.0,0.7695|0.6091|0.5760
Year 1_Summer__Fractions_Recognise a quarter of an object or a shape,Year 1,Summer,,Fractions,Recognise a quarter of an object or a shape,YSnGI5uLbtQ|vhCQ6kHbafQ|FwIdiD9d1OY,Halves and Fourths - Basic Fractions for Kids|How to identify a quarter (¼) as part of a whole | CBC Grade 3 Math Lesson|Quarter of a Quantity | How Many Quarters in One | Fractions for Year One,Miacademy_&_MiaPrep_Learning_Channel|EasyElimu_Learning_Innovations|Primary_School_Made_Easy,00:05:23|00:07:28|00:05:38,0.7918|0.7971|0.7989,85.0|60.0|40.0,0.8151|0.7183|0.6393
Year 1_Summer__Fractions_Find a quarter of an object or a shape,Year 1,Summer,,Fractions,Find a quarter of an object or a shape,FwIdiD9d1OY|gLTorhMW5b0|vhCQ6kHbafQ,Quarter of a Quantity | How Many Quarters in One | Fractions for Year One|First Grade - Fractions|How to identify a quarter (¼) as part of a whole | CBC Grade 3 Math Lesson,Primary_School_Made_Easy|KIPEDU|EasyElimu_Learning_Innovations,00:05:38|00:04:17|00:07:28,0.8843|0.7991|0.8276,45.0|55.0|45.0,0.7106|0.6995|0.6765
Year 1_Summer__Fractions_Recognise a quarter of a quantity,Year 1,Summer,,Fractions,Recognise a quarter of a quantity,FwIdiD9d1OY|UBiYzF-0txw|39kRAoAvW9c,"Quarter of a Quantity | How Many Quarters in One | Fractions for Year One|Recognise, name and write fractions | Half, Thirds, Quarters | Fractions for Year 2|Find a non-unit fraction of a number, writing the answer as a mixed number | Fractions | Year 5",Primary_School_Made_Easy|Primary_School_Made_Easy|Key_Stage_2_Maths,00:05:38|00:05:38|00:04:44,0.8983|0.7681|0.7889,65.0|35.0|20.0,0.7990|0.6009|0.5534
Year 1_Summer__Fractions_Find a quarter of a quantity,Year 1,Summer,,Fractions,Find a quarter of a quantity,FwIdiD9d1OY|39kRAoAvW9c|LFO07qWWtrs,"Quarter of a Quantity | How Many Quarters in One | Fractions for Year One|Find a non-unit fraction of a number, writing the answer as a mixed number | Fractions | Year 5|Decimals for Kids | Elementary Math Lesson",Primary_School_Made_Easy|Key_Stage_2_Maths|Homeschool_Pop,00:05:38|00:04:44|00:15:37,0.8562|0.8187|0.7454,60.0|20.0|25.0,0.7537|0.5712|0.5473
Year 1_Summer__Place value within 100_Count from 50 to 100,Year 1,Summer,,Place value within 100,Count from 50 to 100,9rKWrq9akos|l3R6wdHs9n8|KS0LpIPj1Vg,"Place Value:  Count in 50s - Maths Concepts|The Counting by Hundreds Song | Counting Songs | Scratch Garden|Counting Within 1,000 - Finding 10 and 100 More and Less Using Place Value and Skip Counting",Twinkl_Teaches_KS2|Scratch_Garden|Miacademy_&_MiaPrep_Learning_Channel,00:04:00|00:03:00|00:09:43,0.7841|0.7507|0.7116,30.0|30.0|30.0,0.5905|0.5704|0.5469
Year 1_Summer__Place value within 100_Tens to 100,Year 1,Summer,,Place value within 100,Tens to 100,EjGJHW5sZdg|btB-Y4OODSM|le3EvxgkYQM,Place Value 1: Ones and Tens - Math for Kids!|Place Value: Ones and Tens|Std 2 - Term 1 - Grouping - Tens and Ones - Samacheer,Miacademy_&_MiaPrep_Learning_Channel|Learn_Bright|Lord_Krishna_Thiruvidaimarudhur,00:04:04|00:04:51|00:06:13,0.8278|0.7954|0.8023,70.0|65.0|60.0,0.7767|0.7373|0.7214
Year 1_Summer__Place value within 100_Partition into tens and ones,Year 1,Summer,,Place value within 100,Partition into tens and ones,2C2ow7fZ1v8|XLgDZg6zPMQ|RADC5kggaM4,"Partitioning Hundreds, Tens and Ones|Partition Two-digit Numbers With and Without Blocks|How To Partition Numbers",Primary_Tutors_Scotland|A_Learning_Place_A_Teaching_Place|Minity_Maths,00:04:04|00:05:53|00:05:05,0.8380|0.8095|0.8159,55.0|45.0|40.0,0.7228|0.6657|0.6495
Year 1_Summer__Place value within 100_The number line to 100,Year 1,Summer,,Place value within 100,The number line to 100,b7QC4MzzzTs|HWNdMnmBwXk|EThS8uBlJ5g,"The Number Line: Part 1 - Learn How To Construct and Use a Number Line|Year 3 Maths | Using a number line to 1000|Number lines up to 10,000",Miacademy_&_MiaPrep_Learning_Channel|Plytime_Learning|shabana_hakim,00:10:42|00:05:21|00:04:11,0.7878|0.7926|0.7994,65.0|45.0|25.0,0.7327|0.6556|0.5797
"Year 1_Summer__Place value within 100_1 more, 1 less",Year 1,Summer,,Place value within 100,"1 more, 1 less",NZVtJIdLFuU|ySLhAnQR5P0|KS0LpIPj1Vg,"One More and One Less - Beginning Math for Kids!|10 More, 10 Less - Using a Hundred Chart|Counting Within 1,000 - Finding 10 and 100 More and Less Using Place Value and Skip Counting",Miacademy_&_MiaPrep_Learning_Channel|Miacademy_&_MiaPrep_Learning_Channel|Miacademy_&_MiaPrep_Learning_Channel,00:08:25|00:06:54|00:09:43,0.7813|0.7503|0.8369,85.0|75.0|45.0,0.8088|0.7502|0.6822
Year 1_Summer__Place value within 100_Compare numbers with the same number of tens,Year 1,Summer,,Place value within 100,Compare numbers with the same number of tens,TiM1RvWMGAg|bg3FTgTmfkE|ptHDJghHRM0,"Comparing Numbers to 120 - Using Place Value To Compare|Comparing & Ordering Three-Digit Numbers|2nd Grade Math 2.12, Compare 3-Digit Numbers, Greater, Less, Equal",Miacademy_&_MiaPrep_Learning_Channel|Miacademy_&_MiaPrep_Learning_Channel|JoAnn's_School,00:06:23|00:10:19|00:09:21,0.8570|0.8715|0.8363,85.0|75.0|35.0,0.8542|0.8229|0.6418
